id,URL,age,likes,post_text,post_date
10,https://www.instagram.com/p/BU3HVtdBbjP/,"JUNE 2, 2017",378,"Placebo Effect, 6.2%- IPA with 50% of the grist comprised of those organic malted oats grown in NJ that I posted about previously. Also it's hopped at 6lbs/ bbl which is our heftiest addition to date. Are oats the key to achieving a substantial mouthfeel? Find out for yourself on this installment of ""Challenge That Brewing Convention!""",
11,https://www.instagram.com/p/BS8_aOUh6vn/,"APRIL 16, 2017",203,"We are OPEN today until 5pm. Our new beer this weekend is Inspirational Quote, 7%- a beguiling ale brewed with lactose and chamomile and then dry-hopped heavily with some fruity varieties and more chamomile flowers. Is it an IPA? Is it your favorite tea?
Also a warning that we are on our last keg of Adjective Abuse and will likely run out today.
We love you all, and not in a platonic way!",
12,https://www.instagram.com/p/BbpExDFBCUV/,"NOVEMBER 18, 2017",455,"We are SOLD OUT. I love you all, have a great weekend! .

Let the Devil In, 10%- Imperial milk stout with vanilla bean, maple syrup and cinnamon. Restrained carbonation to highlight the thicc body, and toned down maple and cinnamon compared to MK to let the vanilla shine. There's a vanilla shortage in the world right now so cherish this while it lasts and embrace the Devil before it's too late.",
13,https://www.instagram.com/p/BSZntMbh-il/,"APRIL 2, 2017",124,"We've gone through some of our other beers pretty quickly but this was unprecedented, kicking in less than a second! I apologize to anyone who missed out, but stay tuned because we may just bring it back in the future. <3",
14,https://www.instagram.com/p/Bk3WXYOFMsT/,"JULY 5, 2018",661,"6:47pm UPDATE: We are SOLD OUT. Thanks for bearing with us in the heat today guys, you rule :) .

Hello! In the interest of cutting down on preventable waste we are phasing out paper bags and will instead offer these spiffy new reusable ones for the trifling price of $3/ea. They hold four cans, or four bottles of wine, whatever your inclination is. To honor the occasion we are also releasing a brand new beer to fill them up with. We are OPEN as of now, 5:19pm. *Just a note that these were filled yesterday on July 4th, not the date on the sticker!* .

Reusable Bags, 8%- Hopped at 8#/bbl with Azacca and El Dorado. There are roughly 325 cans, and the limit is 2/pp.",
15,https://www.instagram.com/p/B5Yo5LJF8Hb/,"NOVEMBER 27, 2019",1143,"5:55pm: We are going to call it, there are more people in line than cans so we are SOLD OUT. Sorry about the pandemonium today, I guess a lot of folks had off from work today! .

We are SO thankful, on the eve of tomorrow's celebration and every other day, for those of you who continue to support us and drink our beer despite the quirks and frustrations. To everyone else, we hope you have a great holiday too :) 420 cans, 2/pp. It is 5:05pm. .

Go Easy On Yourself, 8.3%- Hoppy Ale fermented with a blend of yeasts. Because not everything has to be super hazy, right?",
16,https://www.instagram.com/p/B2SQGnrlyPP/,"SEPTEMBER 11, 2019",964,"6:31pm UPDATE: We are SOLD OUT :) Just as a note to all of you lovely people who come and visit us: we know there are a lot of trash cans outside the brewery but those are for grain and compost only. Please bring your empty cups, dirty diapers, etc. to the dumpster at the front of the property. We appreciate it! .

Slap on some sandals and a pair of sunglasses, rip the top off of your car and take a nice cruise over to Hopewell because we canned a beer just for you. Yes you pal. 450 cans, 2/pp. It is 4:59pm. .

Et in Arcadia ego, 9.4%- Hoppy Ale.",
17,https://www.instagram.com/p/BQELylClSZi/,"FEBRUARY 3, 2017",192,"Buried Without Your Funny Bone, 6.3%: the hoppiest beer to date. Session strength. Nuff said.",
18,https://www.instagram.com/p/BqQdgyaACCv/,"NOVEMBER 16, 2018",934,"6:03pm UPDATE: We are SOLD OUT. Enjoy the beer and we will catch you all next time.

The snow has subsided and the roads are clear, but bring your galoshes tonight if you plan on coming by because the storm was not kind to our poor parking lot. 400 cans, 2/pp to ring in your weekend. It is 5:01pm. .

Eternal Regret, 8.25%- Hoppy ale. .

As we trudge inexorably towards our subterranean resting places, our memories sanded down by time, only regrets remain.",
19,https://www.instagram.com/p/BgFHsmRFgpA/,"MARCH 8, 2018",709,"We are SOLD OUT. Stay warm out there :) .

The snow waylaid our previous plans to release so you get two cans today (even though I only bothered to get a picture of one of them)! We are NOW OPEN! .

Sheep in Sheep's Clothing, 10.5%- We were really happy with how this yeast performed in Hyperbaric so we used it again. More alcohol, more hops... There's nothing to contemplate here, it is exactly as it appears. 500 cans, 3/PP. .

The Medium Was Tedium, 7.5%- Belgian Dark Ale conditioned on Palo Santo wood. Fermented with our favorite Trappist yeast and then lagered for weeks before conditioning on Palo Santo. It wasn't easy, it wasn't cheap, but we did it anyway. 300 cans, 3/PP.",
20,https://www.instagram.com/p/BfzDA07BKhk/,"MARCH 1, 2018",702,"We are SOLD OUT Thanks guys! .

No fuckin' around, we're OPEN! 550 cans, 3pp, $14/ea. .

Air Corpse, 10.7%- The logical extension of Carrion Luggage, and once again in collaboration with our favorite roaster on the planet @rojosroastery, I think this is the closest we have come to encapsulating the experience of drinking cold brew. Wake up!",
21,https://www.instagram.com/p/Ba9rvZXB-7y/,"NOVEMBER 1, 2017",295,"11-3 UPDATE: We will be CLOSED this weekend and cans are SOLD OUT @brickfarmtavern . Thanks as always to everyone who came out! .

Boo! We didn't want to distract from your Halloween festivities so we opted to release our two, frightening new beers today. We will be open from 5-7pm tonight with 3 cans per person. Rad glassware available @thereferendbierblendery .

Calan Gaeaf, 7.6%- Session IPA hopped with a ghoulish amount of Vic Secret, Azacca and Simcoe lupulin powder. 500 cans available starting at 5pm tonight! .

User Agreement, 6.3%- Keller Pils dry hopped with a restrained amount of Motueka and lagered for many weeks. No gimmicks (well, besides the hop variety I guess) and no frills. Also no cans, just available on draught @brickfarmtavern. $5 a pint, you can't afford not to drink it!",
22,https://www.instagram.com/p/BU5BGtvBJsf/,"JUNE 3, 2017",229,"Just an update that we ran through the last of Witch House and Spliffication, but we are happy to still be pouring Orchard Torture and Placebo Effect. As always we have reserved a number of sixtels for the Tavern so that you can still enjoy them on draught. This was the fastest we've ever sold out of our beer, so we're figuring out ways to make more moving forward. Thank you for making my job so fun and bearing with us during all of our experimentation! We have lots of exciting news coming up so keep yer 👀 peeled!",
23,https://www.instagram.com/p/BUEDMrmh_Aj/,"MAY 14, 2017",180,"Thanks to all of you we have arrived at a peculiar situation: for the first time ever we are going to be completely sold out of beer! We are on our last kegs of Sweating Through Your Sombrero and Mineralized Matrix so if you haven't gotten a fill of those beers yet, tomorrow will likely be your last chance. Thank you so much for the support! We will keep you updated about next weekend but there is a strong likelihood that we won't be able to open for growler fills. If that's the case but you were planning a visit never fear because there is plenty of our beer to go around @brickfarmtavern. <3",
24,https://www.instagram.com/p/BuXJJLqFCCM/,"FEBRUARY 26, 2019",1414,"6:17pm UPDATE: We are SOLD OUT :) Stay warm out there, and please keep your eyes peeled for an important update that we are going to post about road closures in the next few weeks. Thanks again! .

We are OPEN with a fresh new beer for you to sip on! Only 325 cans so please be aware that it likely won't last as long as usual. 2/pp (subject to change based on demand, as always). It is 5:23pm. .

Skull Cup, 8.5%- Hoppy ale.",
25,https://www.instagram.com/p/BhASmQQBejX/,"MARCH 31, 2018",841,"8:09pm UPDATE: We are SOLD OUT. Thank you as always and we hope you have an incredible rest of your weekend! .

We just got done canning and we're ready to make your Passover even more exciting. 400 cans, 3/pp! It's a beautiful day to visit Hopewell. .

Contemplatio Maoris, 6.5%- In recognition/ celebration/ contemplation of the upcoming harvest in the Southern Hemisphere we whipped up a dry and satisfying pale ale showcasing some of our favorite varieties from that part of the world. This is hopped at 7#/bbl with equal parts Motueka, Wakatu, Waimea, Kohatu and Galaxy.",
26,https://www.instagram.com/p/BxVJ3dRlvkH/,"MAY 11, 2019",1118,"4:20pm UPDATE: We are SOLD OUT of pilsner but we will stay open with merch until 5pm as promised :) .

Yo! It's a sparkler out there so we thought we'd open up with the perfect new beer to accompany your hammock swinging. 420 cans, 2/pp. It is 1:25pm. .

ALSO! We are delighted to finally bring to you a whole bunch of beautiful new shirts (limited to 100 per design) featuring artwork from some of our favorite artists, and a hat (*maximum size on hat is 7 5/8 on last snap*)! We will remain open until 5pm today for those of you who wish to buy some, whether we sell out of beer before then or not :) Swipe over to see what we have available. For fit reference, our sexy model is 6' and wears an XL. (Thank you to the inimitable @beebosloth, the Lord of stoke @bosssdog and the unmatched @lonely_and_unstable for the art) .

Dispensation, 7.6%- Keller Pils dry hopped with some of our favorite Southern Hemisphere and American varietals.",
27,https://www.instagram.com/p/BaclTZtB0ZO/,"OCTOBER 19, 2017",206,"Heads up shoobies 🏄 you better dust off those swimmies. {WE WILL NOT BE OPEN TOMORROW, 10/20 :)}",
28,https://www.instagram.com/p/BLFEcE_hmGk/,"OCTOBER 2, 2016",51,"Is there a consensus on whether people drink hoppy beers that are 5% anymore? Conventional skull cracker coming down the pipeline tomorrow if not. Heads up shoebie, we're getting fucking pitted over here. #downtheshore #boardwalkbeer",
29,https://www.instagram.com/p/B1ZnqYKlQQp/,"AUGUST 20, 2019",1380,"5:59pm UPDATE: We are SOLD OUT. Thank you as always for the support, and we will catch you next time! .

Hello everyone, we have a fresh new batch of beer at the ready to help combat what is supposed to be the last of this heat wave. Smaller canning run than usual because we're trying to catch up on draught beer, sorry about that. 350 cans, 2/pp. It is 5:07pm. .

There Is No Planet B, 6.4%- Hoppy Ale.",
30,https://www.instagram.com/p/BKell8-AdWR/,"SEPTEMBER 17, 2016",31,"Speaking of brewing, my first test batch of hoppy beer is carbed and tasting pretty nice. It will get scaled and appear on the opening draught list in just a few weeks. #njisntashithole #wellatleasttheimmediatesurroundingarea",
31,https://www.instagram.com/p/BUqFxtHB__C/,"MAY 28, 2017",240,"Thank you to everyone who visited for another incredible weekend, you really put us through our paces! We will not be open tomorrow because I need to brew more beer, but I want to wish everyone a happy Memorial Day. Hug your parents/ kids/ pets, drink some beer, and pause to think about how you get to do all of that on a Monday instead of dragging yourself out of bed to go to work. ❤ you all.",
32,https://www.instagram.com/p/Bkagp_zFje8/,"JUNE 24, 2018",853,"1:51pm UPDATE: We are SOLD OUT. Enjoy the suds! .

It's officially summer, so here's some fresh beer to ease you into the mugginess to come in the next few months. 425 cans, 2/pp. .

Hunger Pangs, 7.9%- Hopped primarily with outrageous amounts of fresh Amarillo, followed by a smattering of our other favorite American varietals. Come sate your hunger. *Just a quick note that the canning date on the label is incorrect, this was actually canned yesterday afternoon*",
33,https://www.instagram.com/p/BicVUqGFdmI/,"MAY 6, 2018",875,"1:29pm UPDATE: We are SOLD OUT. Get plenty of sleep tonight and have a great week!. .

Hello! We have a middling 300 cans of our newest beer, 2/pp. Open as of right now :) .

Human Recycling, 9.2%- Hopped with a stupefying amount of all the trendy varieties on the market.",
34,https://www.instagram.com/p/BK6sifhhM-P/,"SEPTEMBER 28, 2016",37,,
35,https://www.instagram.com/p/BKyYGrUhoW5/,"SEPTEMBER 25, 2016",46,"First ever brewday today! Step mash went exactly as planned. Saisonish thing with wheat and rye, fermented in chardonnay barrels. Fuck yeah dude!",
36,https://www.instagram.com/p/BhcZsOplxYF/,"APRIL 11, 2018",851,"6:30pm UPDATE: We are SOLD OUT. .

We are now OPEN with two new beers! .

Corpsair, 10%- Pastrywine brewed with lactose and conditioned on cacao nibs + Abdon Quilla Ochochoque coffee, a gorgeous bean from our good friends @rojosroastery. This is essentially an English Barleywine but adjuncted like everyone's favorite pastry stout (albeit with a lighter hand than one would use to contend with a roasty stout base). A real mindfucker! 500 cans, 3/pp. .

Primordial Wound, 8%- Dryhopped at 8#/bbl with our favorite varieties. Terrible yield on this one, 200 cans, so it's only 2/pp.",
37,https://www.instagram.com/p/B8AAnOspaI1/,JANUARY 31,1185,"6:41pm UPDATE: We are SOLD OUT. Game on! :) .

We heard there was a sportzball pigskin game this weekend but how would we know, we don't own a tv haha and we wouldn't watch it even if we did because sportz, but plz buy this topical beer anyway lol 480 cans, 2/pp. It is 5:05pm. Foosball amirite? .

And Not a Penny More, 8.2%- Hoppy Ale. . *Excellent glassware provided by @bonnbrewing #ad #endorsed #drinkbonnordie *",
38,https://www.instagram.com/p/BmO9BIalxEE/,"AUGUST 8, 2018",1104,"7:32pm UPDATE: We are SOLD OUT. We apologize for the long wait times, thanks for sweating it out with us anyway!

Two posts in one day? I should be getting paid overtime. We are NOW OPEN with 275 cans of our newest beer, and glassware. (Just for clarification this is the front and back of the same glass, not two individual glasses). 2 cans/pp, 24 glasses/pp. .

Bathos, 8.6%- Hoppy ale.",
39,https://www.instagram.com/p/BLU80v8AFj5/,"OCTOBER 8, 2016",38,Beers so 🔥 I couldn't keep my silience. Don't sleep on @acardinali and @sean.towers,
40,https://www.instagram.com/p/BHyVPoEhSVV/,"JULY 12, 2016",21,"These may look like your run of the mill New Jersey, wild, organic, non-GMO, free-range and vegan blackberries but as a matter of fact they are an exceedingly rare variety called bokehberry. Though seldom found afield anymore, a forager's best chance to sup on these glorious but fickle fruits is to shadow the nearest photographer and ask them to open wide. Results may vary. Look for this crop of bokehberries to crop up in a beer sometime in the Fall.
#bokehberries #vignetteorvignetting? #frontyardfruit",
41,https://www.instagram.com/p/Burt99tlRTN/,"MARCH 6, 2019",849,"6:11pm UPDATE: We are SOLD OUT. Stay warm this week, it looks like winter is ending with a bang! Also, please keep an eye out for a post at the end of this week regarding the road closures that will interrupt some people's normal route to the brewery! .

Cold off the presses, canned just two hours ago! 350 cans, 2/pp. (We apologize that there have been such small runs of cans lately, but it is necessary in order to ensure that there is enough beer flowing at our taproom @brickfarmtavern, you keep wiping us out!) It is 5:09pm. .

Profanation, 7.5%- Hybrid Hoppy Ale fermented with a blend of our house yeast and a classic, more neutral West Coast strain. Still hopped at our normal, ridiculous rates. Sometimes you just need a change of pace :)",
42,https://www.instagram.com/p/Bdf_gesBVnv/,"JANUARY 3, 2018",283,We will not be having any releases this week/ weekend. Sorry about that!,
43,https://www.instagram.com/p/BpXvtczALWP/,"OCTOBER 25, 2018",867,"6:37 UPDATE: We are SOLD OUT :) Sorry to everyone who didn't get their IG notifications today, we're at a loss when it comes to explaining why. .

Hello! We are OPEN with a brand new beer and there couldn't be a more beautiful Autumn day to enjoy it on. 400ish cans, 2/pp. It is 5:23pm. .

Ego Dissolution, 8%- Hoppy ale. .

Take a sip and hold it against your gums, applying pressure with your tongue. Place a warm, wet compress across your eyes and lie down under your favorite tree. Breathe deeply as the skeletal leaves drift down from the branches and slowly accumulate around you until it is so deep that it obscures your corporeal form. Have a trusted friend thread a straw through the foliage and guide it towards your lips. They will then place the remainder of your can on the other side of said straw and you will drink until the roots of the tree break free of the soil and encapsulate you, pulling you into the earth. Your ego will sustain the tree for the next ten years while you rest peacefully. Upon awakening you will be unencumbered by superfluous desires and you can resume life as a truly productive denizen of our planet.",
44,https://www.instagram.com/p/B4A_CHjJISX/,"OCTOBER 24, 2019",1236,"7:11pm UPDATE: We are SOLD OUT! .

It's fucking nice out! And we have a smaller than usual amount of beer for you all, our best pals. 2/pp (will probably drop to 1 pretty quickly based on turnout), 360 cans. It is 5:05pm. .

We Are All Pals Here, 7.5%- Hoppy Ale. *Actual canning day today, 10/24*",
45,https://www.instagram.com/p/Bvzu54XFcJm/,"APRIL 3, 2019",1137,"6:11pm UPDATE: We are SOLD OUT. Thanks for making our afternoon fun as always. Enjoy the suds! .

Spring is here! What better way to celebrate this gorgeous weather than with a new, crushable beer? 450 cans, 2/pp. It is 5:23pm. .

Empty and Unfeeling, 6.8%- Hoppy ale.",
46,https://www.instagram.com/p/Bjav2KPFNUz/,"MAY 30, 2018",893,"7:44pm UPDATE: We are SOLD OUT! Thanks as always for your support, we love you guys .

We are NOW OPEN with a staggering 500 cans of our newest beer. $15/ 3pp. Strap on some sunglasses and come sweat with us! .

I Am the Leviathan, 11%- Imperial Milk Stout conditioned on the most beautiful @rojosroastery (duh) coffee and an extraordinary amount of Madagascar vanilla. Our take on a vanilla latte. Just add ice! The perfect beer to sip at your desk at 9am while pretending everything is OK.",
47,https://www.instagram.com/p/BXIzJ3LBZQS/,"JULY 29, 2017",239,"There is no easy way to make a post like this but here goes. Last week was our first attempt at canning and despite our best practices we have heard some reports of Pull the Plug oxidizing at an unacceptable rate. It came to a head this morning when we revisited some of our test cans and found that indeed, some of them were compromised. We have reason to believe that Bumf and Nothingness will not have the same issues, but in the interest of both full transparency and accountability we will halt the sales of both beers until we have time to evaluate their progress. To anyone who received Pull the Plugs that were unsatisfactory please email me at troonbrewing@gmail.com and I will make it right. As for the cans of Nothingness and Bumf that we sold, both will taste 100% fine if consumed within the weekend but longer than that I can't guarantee at this point without some time. I am so incredibly embarrassed by this situation, but as always we will commit all of our time and energy to remedying it. -Alex",
48,https://www.instagram.com/p/BroBiITgvQn/,"DECEMBER 20, 2018",904,"6:29pm UPDATE: We are SOLD OUT. Thank you for braving the rain with us :) .

We are OPEN with 550 cans of brand new beer for you all to enjoy, 3/pp. Don't let a little drizzle scare you, our roof is still intact. It is 5:09pm. .

Up 2 No Good Again, 11%- Imperial milk stout brewed with lactose and then conditioned on beautiful E Timor beans from @rojosroastery as well as twice the amount of coconut as Panicked Hare, but this time left untoasted to lend more of a confectionery vibe.",
49,https://www.instagram.com/p/BcxWTa-BqNF/,"DECEMBER 16, 2017",470,"UPDATE: We are SOLD OUT of Crust Punk Dog. Thanks guys, go throw some snowballs at each other and enjoy it while it lasts! .

We are NOW OPEN with 550 cans of our newest beer, 3/pp limit. We also have around 50 each of the tekus and willi's if you didn't get a chance to cop one last week. We will be open until 4pm! .

Crust Punk Dog, 9%- Hopped entirely, and heavily, with lupulin powder. Both Cascade and Simcoe were used to give an old school spin to a familiar format. Dank and stinky but loveable and timeless, just like those crusty canines and their busking companions.",
50,https://www.instagram.com/p/BB0U1rPowyS/,"FEBRUARY 15, 2016",22,"Channeling our inner Paul Engemann.
#pushittothelimit",
51,https://www.instagram.com/p/BLM7gvMBp1H/,"OCTOBER 5, 2016",60,If I had an accountant they would likely send me a strongly worded email about my poor choices as a business owner after seeing how many pounds of hops this recipe has. #financiallyinsolvent #pleasebuythisbeer #barnburner,
52,https://www.instagram.com/p/BjPvDq7leGo/,"MAY 26, 2018",626,"1:39pm UPDATE: We are SOLD OUT. Have a wonderful weekend! .

Happy Memorial Day Weekend! In honor of the holiday we are releasing a brand new, ultra-crushable, poolside/ lawnmower beer for your drinking pleasure. Unfortunately this is from our smallest tank so there are a mere 200 cans, 1/pp. Sorry about that. .

Frightened Rabbit, 9.7%- Imperial milk porter conditioned on 6#/ bbl of organic toasted coconut. Thanks @brickfarmmarket for letting Tom use your ovens. So thicc it won't even come out of the glass, try it and see for yourselves! .

RIP Scott Hutchison, you will be missed.",
53,https://www.instagram.com/p/Bc72OZjBrHW/,"DECEMBER 20, 2017",358,"Tom and I couldn't find even a modicum of holiday spirit so here's some advance warning that we will not be having any releases this week/weekend. @brickfarmtavern
will have normal hours if you want draught pours, as always. .

On the other hand it's not all black, shriveled hearts because NJ's best kept secret @thereferendbierblendery WILL be open and pouring a beer either as green or red as any gaudy Xmas display you've driven past in the last few weeks. Which one is it? Well, just look at those angelic faces in the photo and tell me you could ruin their surprise. You understand don't ya?",
54,https://www.instagram.com/p/BZ6T8vChKjm/,"OCTOBER 6, 2017",175,"We will be CLOSED TONIGHT, Friday 10/6. Enjoy your weekend and spend plenty of time outside while the weather is still beautiful!",
55,https://www.instagram.com/p/BuuU2rVlIsH/,"MARCH 7, 2019",1214,"6:31pm UPDATE: We are SOLD OUT. .

Back to back! 450 steaming hot new cans for your enjoyment. 2/pp. It is 5:27pm. .

Inspissated, 12%- Imperial Milk Stout brewed with lactose and boiled for many hours before being conditioned on a blend of gorgeous E. Timor and Colombian beans from our good friends @rojosroastery, cinnamon and a tasteful amount of Madagascar and Tahitian vanilla. By far the densest, but arguably the most balanced, dark beer we've made to date.",
56,https://www.instagram.com/p/Bt6zTv3lwiV/,"FEBRUARY 15, 2019",1127,"6:05pm UPDATE: We are SOLD OUT! We love you, enjoy the weekend :) .

We're back! 400 cans, 2/pp (subject to change based on demand, as always). It is 5:13pm. .

Damnation's Bringer, 10%- Hoppy ale brewed with a judicious amount of lactose.",
57,https://www.instagram.com/p/BSCx0rUBFxS/,"MARCH 24, 2017",219,"Disclaimer, 5.9%- Keller Kölsch brewed with wheat. A beer that warrants a disclaimer because it has neither dry hops nor a high ABV. Drink a gallon of this tomorrow and pretend it's summer. Also keep your eyes out for another beer dropping within the next few days. We're hustling over here!",
58,https://www.instagram.com/p/BTptwTEhDE7/,"MAY 3, 2017",189,"We have a very special, and topical, beer debuting this Friday. You'll have to ask @conclavebrewing what it is.",
59,https://www.instagram.com/p/Bfg-efnBsgL/,"FEBRUARY 22, 2018",617,"6:10pm UPDATE: We are SOLD OUT. Thank you as always for the support!! .

300 cans are ready to go, so come on out if you aren't doing something more important. 3/pp. .

Hyperbaric Chamber, 8.5%- Hopped with a boatload of Enigma and Mosaic. As you probably know by now we have an affinity for highly expressive yeast strains when it comes to our hoppy beers. At the same time we are wary of those beers becoming too ""samey"" as a result so we like to switch it up every once in a while. Hyperbaric Chamber is thus fermented with a neutral strain to make this a pure expression of hops, and not much else. Take a deep breath.",
60,https://www.instagram.com/p/BS19EL9BwzZ/,"APRIL 13, 2017",128,A crowd gathers to monitor the health of the newborn lambs on the farm. They will rely on an abundance of milk over the next few weeks to get to a healthy size so in recognition of that we are releasing a beer brewed with lactose sugar for you to enjoy. Full details to follow in the next few days!,
61,https://www.instagram.com/p/Bm6LZExFQaK/,"AUGUST 25, 2018",757,"3:31pm UPDATE: We are SOLD OUT :) Catch you on the flip! .

Yo! Two releases in one week because we care about you and things have been a little slow around here lately. 450 cans, 2/pp. We are now OPEN at 12:46pm. .

Panicked Hare, 11.5%- Imperial Milk Porter conditioned on toasted coconut (perpetual thanks to @brickfarmmarket for letting us use their ovens) and a healthy dose of Madagascar vanilla. The ideal beer to drink a few cans of while you're at the pool this weekend contemplating the end of Summer and the inevitable onset of SAD. .

If you need something hoppier, our friends @conclavebrewing also have cans available today and they're a mere 15 minutes away. Do you really need an excuse to take a drive today?",
62,https://www.instagram.com/p/BMxEy-pAmHY/,"NOVEMBER 13, 2016",37,And some grain porn after sanding up to a 320 grit.,
